Name,Atoll,Site,Transect,Treatment,Row,Column,Label.code,Label_Count
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,861,286,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1097,668,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1110,510,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1242,579,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1186,576,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1220,653,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1078,655,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,938,662,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1017,670,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,860,1118,_LOBO,2087
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,983,1000,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,884,1230,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1150,851,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,980,1156,_LOBO,2087
